5674 0 0 812648 1 74096 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 0 0 812648 2 76851 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 0 0 812648 3 79807 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 0 0 812648 4 77018 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 0 0 812648 5 78467 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 0 0 812648 6 75296 174073 -106.9239381213708 1583.3230519197039 -107.60471 1593.4039
5674 5 812650 1624039 1 74636 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 5 812650 1624039 2 76413 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 5 812650 1624039 3 79125 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 5 812650 1624039 4 76451 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 5 812650 1624039 5 78786 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 5 812650 1624039 6 75229 173674 1578.8313527866633 3256.641969959836 1588.9641 3277.5427
5674 10 1624041 2428102 1 73276 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 10 1624041 2428102 2 75557 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 10 1624041 2428102 3 78561 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 10 1624041 2428102 4 76448 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 10 1624041 2428102 5 78969 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 10 1624041 2428102 6 74729 172349 3253.965838115013 4922.565649042731 3275.9795 4955.8677
5674 15 2428104 3234033 1 72569 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 15 2428104 3234033 2 75682 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 15 2428104 3234033 3 78601 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 15 2428104 3234033 4 77298 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 15 2428104 3234033 5 79400 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 15 2428104 3234033 6 74486 172722 4921.848319924444 6607.966022855803 4954.6333 6651.9824
5674 20 3234035 4042699 1 72921 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 20 3234035 4042699 2 74932 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 20 3234035 4042699 3 79447 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 20 3234035 4042699 4 77675 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 20 3234035 4042699 5 79626 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 20 3234035 4042699 6 74454 173390 6606.385361780264 8298.333633924443 6649.433 8352.406
5674 25 4042701 4437480 1 35429 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5674 25 4042701 4437480 2 37188 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5674 25 4042701 4437480 3 38878 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5674 25 4042701 4437480 4 37877 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5674 25 4042701 4437480 5 38956 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5674 25 4042701 4437480 6 36293 84784 8293.099827152046 9118.922748046876 8348.953 9180.338
5675 0 0 692827 1 57805 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 0 0 692827 2 59858 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 0 0 692827 3 62256 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 0 0 692827 4 61120 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 0 0 692827 5 63734 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 0 0 692827 6 59737 141741 -155.37773576040797 1295.5299005087218 -157.19661 1310.6956
5675 5 692829 1346884 1 57371 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 5 692829 1346884 2 59320 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 5 692829 1346884 3 62429 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 5 692829 1346884 4 61277 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 5 692829 1346884 5 63571 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 5 692829 1346884 6 59353 142697 1287.0498692848146 2654.8203310512645 1309.1816 2700.472
5675 10 1346886 1942198 1 51367 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 10 1346886 1942198 2 52561 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 10 1346886 1942198 3 55783 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 10 1346886 1942198 4 54609 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 10 1346886 1942198 5 56633 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 10 1346886 1942198 6 52527 129758 2628.302077764961 3861.688985275647 2698.4976 3964.8252
5675 15 1942200 2527397 1 50170 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
5675 15 1942200 2527397 2 51110 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
5675 15 1942200 2527397 3 54292 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
5675 15 1942200 2527397 4 53416 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
5675 15 1942200 2527397 5 55298 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
5675 15 1942200 2527397 6 51757 126720 3855.2732964577704 5063.005223277417 3965.5813 5207.869
